QA_ID_std,14B_sentence_number,4k_ID_std,ID_corr,human_sentence_ids,data_source_corr,sentence_number_corr,keep_k
Merge Q896,"1,2,3,5,6,8,9",Merge Q896,ID1486,"1, 2, 3, 4, 8, 9",jama,9.0,6.0
Merge Q897,"1,2,3,4,5,6,7,8,9,11,12,13",Merge Q897,ID0925,"1, 4, 8, 9",jama,13.0,4.0
Merge Q899,"1,2,3,4,5,6,7",Merge Q899,ID1618,"1, 2, 5, 7",jama,8.0,4.0
Merge Q90,"1,2,3,4,5,7,8",Merge Q90,ID1868,"1, 3, 6, 7, 8",jama,8.0,5.0
Merge Q901,"1,2,3,4,6,7,8,9",Merge Q901,ID0076,"1, 2, 7",jama,9.0,3.0
Merge Q903,"1,2,3,4,7,8,9,10,11,14,15",Merge Q903,ID1769,"1, 2, 4, 5, 6, 7, 15",jama,15.0,7.0
Merge Q905,"1,2,3,4,5,6,7,8,9,10",Merge Q905,ID0471,"1, 2, 4, 5, 6, 8, 9, 10",jama,10.0,8.0
Merge Q906,"1,2,3,4,5,6,7,8,9,11,12,13",Merge Q906,ID1683,"1, 2, 3, 6",jama,13.0,4.0
Merge Q907,"1,2,3,5,6,7,8,9,10,11,12,13,14",Merge Q907,ID1350,"1, 2, 10, 12, 13, 16, 17, 18",jama,18.0,8.0
Merge Q908,"1,2,3,4,5,6,7,8,9,10",Merge Q908,ID0334,"1, 2, 3, 4, 6, 7, 8, 9, 10",jama,11.0,9.0
Merge Q909,"1,2,3,4,6,7,8,9,10",Merge Q909,ID1198,"1, 2, 3, 5, 8, 9",jama,10.0,6.0
Merge Q910,"1,3,4,5,7,8,9,10",Merge Q910,ID0498,"1, 4, 7, 9, 10",jama,10.0,5.0
Merge Q911,"1,2,3,4,5,6,7,8,9,10",Merge Q911,ID0659,"1, 2, 6, 7, 8, 9, 10",jama,11.0,7.0
Merge Q912,"1,2,3,5,6,7,8,9,11,12",Merge Q912,ID1260,"1, 5, 6, 7, 9, 11, 12",jama,12.0,7.0
Merge Q913,"1,2,3,4,5,6,7,8,9,10,11",Merge Q913,ID1887,"1, 6, 8, 9, 10, 11",jama,11.0,6.0
Merge Q915,"1,2,3,4,5,6,7,9,10,11,12,13,14",Merge Q915,ID1138,"3, 4, 10, 11",jama,14.0,4.0
Merge Q916,"1,2,3,4,5,6,7,8",Merge Q916,ID1714,"1, 2, 4, 6, 7",jama,8.0,5.0
Merge Q917,"1,2,3,4,5,6,7,8",Merge Q917,ID1970,"1, 5, 6, 7, 8",jama,8.0,5.0
Merge Q918,"1,2,3,4,5,6,7,8",Merge Q918,ID0362,"1, 5, 6, 8",jama,8.0,4.0
Merge Q921,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q921,ID1077,"1, 2, 6, 9, 10, 11, 12, 13, 14, 15",jama,15.0,10.0
Merge Q926,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q926,ID1419,"1, 4, 5, 6, 8, 9",jama,13.0,6.0
Merge Q927,"1,2,3,4,6,7,8,10,11,12,13",Merge Q927,ID1101,"1, 4, 11, 12, 13",jama,14.0,5.0
Merge Q928,"1,2,3,4,5,6,7,8,9,10",Merge Q928,ID1119,"1, 2, 9, 10",jama,10.0,4.0
Merge Q929,"1,2,3,4,5,6,7",Merge Q929,ID0081,"1, 4, 6, 7",jama,7.0,4.0
Merge Q93,"1,2,3,4,5,7,8,9,10,11,12",Merge Q93,ID1374,"1, 3, 5, 7, 8, 9, 10, 11, 12",jama,12.0,9.0
Merge Q930,"1,2,3,4,5,7,8,9,10,12,13,14,16,17,18",Merge Q930,ID1959,"1, 2, 3, 5, 6, 11, 12, 13, 14, 16, 17, 18",jama,18.0,12.0
Merge Q931,"1,2,4,5,6,8,9,10,11,12,13,15,16,17",Merge Q931,ID0709,"1, 2, 8, 10, 13",jama,17.0,5.0
Merge Q934,"1,2,4,5,7,8,9,10",Merge Q934,ID0850,"1, 2, 4, 5, 7, 8, 10",jama,11.0,7.0
Merge Q935,"1,2,3,5,6,7,9,10",Merge Q935,ID1230,"1, 5",jama,10.0,2.0
Merge Q937,"1,2,3,4,6,7,8,9,10,12,13",Merge Q937,ID0127,"1, 2, 6, 7, 10, 11, 12, 13",jama,13.0,8.0
Merge Q938,"1,2,3,4,6,7,8,10",Merge Q938,ID1360,"1, 2, 4, 6, 10, 11",jama,11.0,6.0
Merge Q94,"1,2,3,4,5,6,7,8,9,10,11",Merge Q94,ID0981,"1, 2, 3, 5, 8, 10, 11",jama,11.0,7.0
Merge Q940,"1,2,3,4,5,6,7,8,9,10,11",Merge Q940,ID0969,"1, 5, 6, 7, 8, 9, 10",jama,11.0,7.0
Merge Q941,"1,2,3,5,6,7,8,9,10,12,13",Merge Q941,ID0125,"1, 9, 10, 12, 13",jama,13.0,5.0
Merge Q942,"1,2,3,4,5,7,8,9,10,11,12,13,14,16",Merge Q942,ID0731,"1, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16",jama,16.0,13.0
Merge Q945,"1,2,3,4,6,7,8,9,10",Merge Q945,ID1716,"1, 3, 4, 5, 6, 10",jama,10.0,6.0
Merge Q947,"1,2,3,4,5,6",Merge Q947,ID0297,"1, 3, 4, 5",jama,7.0,4.0
Merge Q95,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19",Merge Q95,ID0192,"1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19",jama,19.0,16.0
Merge Q950,"1,2,3,4,5,6",Merge Q950,ID0461,"1, 2, 3",jama,6.0,3.0
Merge Q953,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q953,ID0721,"1, 2, 6, 7, 8, 10, 11, 13",jama,13.0,8.0
Merge Q954,"1,2,3,4,5,6,10,11,12,13,14",Merge Q954,ID0754,"1, 4, 5, 7, 11, 12, 14",jama,14.0,7.0
Merge Q955,"1,2,3,4,5,6,7,8",Merge Q955,ID0147,"1, 2, 3, 4, 5, 6",jama,8.0,6.0
Merge Q960,"1,2,3,4,5,7,8,9,10",Merge Q960,ID0866,"1, 2, 4, 5, 6, 7, 8, 10, 11, 12",jama,12.0,10.0
Merge Q962,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q962,ID0089,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",jama,13.0,12.0
Merge Q964,"1,2,3,4,5,6",Merge Q964,ID1876,"1, 3, 4, 5",jama,6.0,4.0
Merge Q968,"1,2,3,4,5,6,7,8,9,10",Merge Q968,ID1429,"1, 2, 6, 8",jama,10.0,4.0
Merge Q97,"1,2,3,4,5,6,7,9,11",Merge Q97,ID1170,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11",jama,11.0,10.0
Merge Q970,"1,2,3,4,5,6,7,8",Merge Q970,ID1038,"1, 3, 4, 5, 6, 7, 8",jama,8.0,7.0
Merge Q972,"1,2,3,5,6,7,8,10",Merge Q972,ID1678,"1, 5",jama,10.0,2.0
Merge Q973,"1,2,3,4,5,6,7,8,9,10,11,12,13",Merge Q973,ID1224,"1, 3, 6, 7, 8, 9, 10, 11",jama,13.0,8.0
Merge Q974,"1,2,3,4,5,6,7,8,9,10,11,12,13,14",Merge Q974,ID0968,"1, 2, 5",jama,14.0,3.0
Merge Q975,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",Merge Q975,ID0393,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15",jama,15.0,14.0
Merge Q98,"1,2,3,4,5,6,7,8,10,11,12",Merge Q98,ID0832,"1, 4, 5, 10, 11, 12",jama,12.0,6.0
Merge Q981,"1,2,3,4,5,6,7,8,9,12",Merge Q981,ID1049,"1, 2, 5, 7",jama,12.0,4.0
Merge Q982,"1,2,3,4,5,6,7,8,9,10",Merge Q982,ID0664,"1, 3, 4, 7, 9, 10",jama,10.0,6.0
Merge Q983,"1,2,3,4,5",Merge Q983,ID1672,"1, 2, 5",jama,5.0,3.0
Merge Q985,"1,2,3,4,5,6,8,9,10,11,12,14",Merge Q985,ID1574,"1, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14",jama,14.0,11.0
Merge Q987,"1,2,3,5,6,7,8,9,10,11,14",Merge Q987,ID0169,"1, 2, 7, 8",jama,14.0,4.0
Merge Q988,"1,2,3,4,6,7,9,10,11",Merge Q988,ID1219,"1, 2, 9, 10",jama,11.0,4.0
Merge Q989,"1,2,3,5,6,7,10",Merge Q989,ID0905,"1, 5, 9",jama,10.0,3.0
Merge Q990,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,16",Merge Q990,ID0467,"1, 6, 7, 13, 16",jama,16.0,4.0
Merge Q992,"1,2,3,5,6,7,8,9,10,11,12,13,15",Merge Q992,ID0462,"1, 8",jama,15.0,2.0
Merge Q994,"1,2,3,4,5,6,7",Merge Q994,ID0487,"2, 3",jama,7.0,2.0
Merge Q995,"1,2,3,4,5,6,8,9",Merge Q995,ID1651,"1, 2, 3, 4, 6, 7, 8",jama,9.0,7.0
Merge Q996,"1,2,3,4,5,6,7,8,9,10,12",Merge Q996,ID0431,"1, 2, 8",jama,12.0,3.0
