row_index,GPT4o_answer,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21
1217,A,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,
1218,B,High Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,
1219,C,Low Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
1220,D,High Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1221,E,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1222,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1223,B,Low Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,
1224,,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1225,,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1226,C,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1227,B,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,
1228,,,,,,,,,,,,,,,,,,,,,,
1229,A,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1230,,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
1231,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,
1232,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,
1233,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,
1234,A,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,,
1235,D,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1236,B,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1237,,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1238,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1239,A,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1240,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1241,C,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,
1242,B,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,,
1243,A,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1244,B,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1245,A,Low Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,
1246,B,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,
1247,D,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,
1248,A,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1249,D,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1250,E,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,
1251,E,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1252,,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1253,B,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1254,,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,
1255,,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,,,,,,,,
1256,A,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1257,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1258,D,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1259,C,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1260,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1261,B,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,Low Relevance,,,,,,,,,,,
1262,,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1263,C,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,
1264,D,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1265,A,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,
1266,,,,,,,,,,,,,,,,,,,,,,
1267,D,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1268,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1269,,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1270,D,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1271,D,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1272,C,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,,
1273,C,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1274,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,High Relevance,Irrelevant,,,,,,,,,,,
1275,C,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
1276,D,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1277,C,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1278,B,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1279,E,High Relevance,,,,,,,,,,,,,,,,,,,,
1280,B,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,
1281,,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1282,,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1283,,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1284,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1285,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,
1286,D,Low Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,
1287,B,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1288,C,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1289,A,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1290,D,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1291,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1292,D,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,,,,
1293,,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,,,,,,,,,,,,,,,,
1294,A,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1295,B,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1296,B,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1297,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1298,C,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1299,,,,,,,,,,,,,,,,,,,,,,
1300,B,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1301,D,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1302,C,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1303,A,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1304,,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1305,A,Low Relevance,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1306,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1307,B,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,
1308,D,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,,
1309,D,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1310,,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,
1311,,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1312,D,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,
1313,B,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,
1314,D,Low Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1315,C,High Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1316,D,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1317,A,High Relevance,Low Relevance,Low Relevance,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,,,,,,,
1318,D,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,
1319,C,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Low Relevance,,,,,,,
1320,B,Low Relevance,Irrelevant,High Relevance,Irrelevant,High Relevance,High Relevance,,,,,,,,,,,,,,,
1321,B,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1322,D,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1323,,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1324,D,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1325,,High Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,
1326,,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1327,,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,
1328,D,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,
1329,B,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1330,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,
1331,B,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,High Relevance,High Relevance,High Relevance,,,,,
1332,,Low Relevance,Low Relevance,Irrelevant,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
1333,C,High Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,
1334,D,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,,,,,,,,,,,,
1335,B,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1336,C,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1337,D,Low Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1338,D,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,
1339,,Low Relevance,High Relevance,Low Relevance,Irrelevant,Irrelevant,,,,,,,,,,,,,,,,
1340,E,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,,,,
1341,,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1342,B,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1343,,Low Relevance,Irrelevant,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1344,C,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,,,,,,,,,,,,,,
1345,D,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1346,D,Low Relevance,Low Relevance,Irrelevant,Irrelevant,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,
1347,C,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,
1348,B,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,
1349,A,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,,,,,,
1350,B,High Relevance,Low Relevance,Low Relevance,High Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,
1351,,,,,,,,,,,,,,,,,,,,,,
1352,C,High Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,Irrelevant,,,,,,,,,,,,,,
1353,B,Irrelevant,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,
1354,D,Low Relevance,Irrelevant,High Relevance,,,,,,,,,,,,,,,,,,
1355,C,Low Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1356,E,High Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,
1357,,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1358,D,High Relevance,Irrelevant,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1359,D,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,
1360,,High Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1361,B,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1362,B,Low Relevance,High Relevance,Irrelevant,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1363,,High Relevance,High Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,
1364,A,High Relevance,Low Relevance,Irrelevant,Irrelevant,High Relevance,Low Relevance,,,,,,,,,,,,,,,
1365,B,Low Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,,,
1366,D,Irrelevant,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,
1367,D,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,
1368,,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,
1369,E,Low Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,,,,,
1370,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,,,,,,,,,,,,,,,
1371,C,High Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,Low Relevance,Irrelevant,High Relevance,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,Irrelevant,High Relevance,,,
1372,C,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,
1373,A,Low Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,
1374,B,High Relevance,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,
1375,B,Low Relevance,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,Irrelevant,,,,,,,,,,,
1376,,,,,,,,,,,,,,,,,,,,,,
1377,B,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,High Relevance,,,,,,,,,,,
1378,,High Relevance,Low Relevance,High Relevance,High Relevance,High Relevance,Low Relevance,High Relevance,,,,,,,,,,,,,,
1379,C,High Relevance,Low Relevance,Low Relevance,Low Relevance,High Relevance,Low Relevance,,,,,,,,,,,,,,,
