Origin,Problem ID,Duration,Labeling state,User ID ,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22
ID0362,25262706,156.78,Labeled,579474,b,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0362,25262706,136.296,Labeled,579585,c,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not relevant,high relevance,,,,,,,,,,,,,
ID0362,25262706,288.805,Labeled,579494,b,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,not applicable,,,,,,,,,,,,,
ID0361,25262707,310.635,Labeled,348391,d,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0361,25262707,263.415,Labeled,580677,d,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0361,25262707,337.903,Labeled,586807,b,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0360,25262708,85.501,Labeled,579516,a,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0360,25262708,121.751,Labeled,349529,a,low relevance,high relevance,not relevant,not relevant,high relevance,not relevant,high relevance,high relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0360,25262708,90.53,Labeled,581648,a,high relevance,high relevance,not relevant,not relevant,low relevance,not relevant,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0359,25262709,168.924,Labeled,581648,c,not relevant,high relevance,high relevance,not relevant,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0359,25262709,122.149,Labeled,580256,b,low relevance,high relevance,low relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0359,25262709,151.931,Labeled,349529,a,not relevant,low relevance,low relevance,not relevant,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0359,25262709,546.104,Labeled,579501,f,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0358,25262710,207.012,Labeled,586785,j,high relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0358,25262710,72.977,Labeled,586841,b,high relevance,high relevance,not relevant,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0358,25262710,172.35,Labeled,579536,c,high relevance,low relevance,low relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0357,25262711,245.669,Labeled,579474,b,not relevant,not relevant,low relevance,not relevant,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0357,25262711,181.892,Labeled,579536,b,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0357,25262711,97.743,Labeled,387188,e,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0356,25262712,148.231,Labeled,349529,a,high relevance,not relevant,not relevant,not relevant,not relevant,low relevance,high relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0356,25262712,183.556,Labeled,579474,c,high relevance,low relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0356,25262712,291.453,Labeled,586841,c,high relevance,high relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
ID0355,25262713,454.503,Labeled,579501,a,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable
