Origin,Problem ID,Labeled date,Duration (s),Labeling state,# Qualified reads,Flag messages,Flag reasons,User ID,p,q1,Correct answer,Response correct,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,data_source_corr_x,data_source_corr_y,data_source_corr
ID1587,25263358,5/6/25,64.86,Labeled,4,,,579505,med student,b,B,True,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1587,25263358,5/6/25,66.42,Labeled,4,,,349529,med student,b,B,True,not relevant,high relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1587,25263358,5/6/25,102.218,Labeled,4,,,579516,med student,b,B,True,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1587,25263358,9/26/25,93.0,Labeled,4,,,24708,physician,b,B,True,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1586,25263359,5/6/25,130.803,Labeled,4,,,585918,med student,d,D,True,high relevance,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1586,25263359,5/6/25,163.773,Labeled,4,,,587803,med student,d,D,True,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,not relevant,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1586,25263359,5/6/25,231.301,Labeled,4,,,579585,med student,d,D,True,high relevance,not relevant,low relevance,low relevance,low relevance,high relevance,not relevant,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1586,25263359,10/7/25,145.0,Labeled,4,,,615169,physician,d,D,True,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not relevant,high relevance,not relevant,not relevant,low relevance,low relevance,low relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1585,25263360,4/26/25,344.3,Labeled,6,,,581304,med student,b,C,False,high relevance,high relevance,high relevance,high relevance,high relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1585,25263360,4/30/25,281.839,Labeled,6,,,579918,med student,c,C,True,high relevance,high relevance,low relevance,low relevance,low relevance,not relevant,high relevance,low relevance,low relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1585,25263360,4/30/25,219.906,Labeled,6,,,583242,med student,c,C,True,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,not relevant,not relevant,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1585,25263360,10/3/25,145.0,Labeled,6,,,615169,physician,b,C,False,high relevance,high relevance,high relevance,low relevance,low relevance,not relevant,not relevant,not relevant,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1585,25263360,10/28/25,269.0,Labeled,6,,,615380,physician,a,C,False,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1585,25263360,11/10/25,188.0,Labeled,6,,,24708,physician,c,C,True,high relevance,high relevance,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,not relevant,not relevant,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1584,25263361,5/2/25,293.762,Labeled,5,,,348391,med student,a,A,True,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1584,25263361,5/4/25,414.017,Labeled,5,,,581304,med student,a,A,True,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,low relevance,low relevance,,,,,,,,,,jama,jama,jama
ID1584,25263361,5/5/25,165.643,Labeled,5,,,586807,med student,a,A,True,high relevance,high relevance,high relevance,low relevance,high relevance,low relevance,not relevant,low relevance,not relevant,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1584,25263361,10/2/25,228.0,Labeled,5,,,615169,physician,d,A,False,high relevance,low relevance,high relevance,not relevant,high relevance,low relevance,low relevance,low relevance,not relevant,high relevance,high relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1584,25263361,11/4/25,240.0,Labeled,5,,,622145,physician,a,A,True,high relevance,high relevance,high relevance,low relevance,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,jama,jama,jama
ID1583,25263362,4/23/25,181.64,Labeled,4,,,579505,med student,a,A,True,high relevance,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1583,25263362,4/23/25,54.549,Labeled,4,,,579547,med student,a,A,True,low relevance,low relevance,low relevance,low relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1583,25263362,4/23/25,216.679,Labeled,4,,,579470,med student,a,A,True,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,high relevance,,,,,,,,,,,,,,,mmlu,mmlu,mmlu
ID1583,25263362,9/28/25,104.0,Labeled,4,,,24708,physician,a,A,True,high relevance,high relevance,low relevance,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,mmlu,mmlu,mmlu
ID1582,25263363,5/5/25,69.166,Labeled,14,,,580677,med student,f,F,True,high relevance,low relevance,low relevance,low relevance,high relevance,not relevant,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1582,25263363,5/6/25,91.626,Labeled,14,,,580256,med student,f,F,True,low relevance,low relevance,not relevant,high relevance,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1582,25263363,5/5/25,218.318,Labeled,14,,,579585,med student,f,F,True,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
ID1582,25263363,9/30/25,258.0,Labeled,14,,,423438,physician,j,F,False,high relevance,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,medxpert,medxpert,medxpert
